sector,area_m2,pisos,habitaciones,banos,antiguedad,garaje,precio
Cumbaya,211.1,2,2,3,4,0,357783.72
La Carolina,79.3,2,1,2,7,1,114600.36
Calderon,140.2,2,2,3,1,1,88420.96
Quitumbe,251.7,2,3,4,2,0,165042.44
Carapungo,121.0,1,3,1,1,0,84974.73
Cumbaya,163.9,1,3,1,0,1,231095.57
Centro Norte,193.1,1,2,1,4,0,208511.14
La Carolina,131.0,3,2,1,9,1,194463.62
Centro Historico,163.3,2,4,1,11,1,133567.86
Calderon,111.7,2,3,3,3,1,62608.85
Gonzalez Suarez,88.8,2,3,2,8,0,144833.83
Tumbaco,131.5,2,3,4,1,1,197293.69
Centro Historico,99.6,2,2,1,0,1,84640.43
Cumbaya,108.6,2,4,2,1,1,205783.59
La Carolina,148.2,2,4,3,0,1,205113.06
Quitumbe,136.6,1,5,1,20,1,105205.24
Conocoto,141.9,2,3,4,6,1,130424.23
Centro Historico,75.1,1,2,2,0,1,62025.65
La Carolina,185.5,2,3,2,0,0,261873.59
Carapungo,140.3,1,3,1,17,1,78627.01
Gonzalez Suarez,143.1,1,4,3,13,1,206824.69
Centro Norte,128.0,2,4,4,9,1,176430.41
Gonzalez Suarez,204.5,2,3,1,8,1,334178.28
Calderon,168.9,2,3,1,3,1,97942.42
Tumbaco,85.1,2,5,3,6,1,107786.46
Gonzalez Suarez,80.4,3,4,2,5,1,145005.38
Carapungo,130.2,1,5,2,5,1,73218.93
Gonzalez Suarez,106.6,2,2,2,9,1,236697.03
Cumbaya,153.5,2,2,1,9,1,266312.97
La Carolina,45.0,3,4,3,8,1,72885.42
Centro Historico,214.9,2,2,4,11,1,162680.52
Quitumbe,107.5,2,3,3,2,1,71032.09
La Carolina,198.9,2,2,2,14,0,250862.94
Conocoto,156.5,2,5,2,11,1,154700.56
Carapungo,160.7,2,3,2,0,1,92692.86
Cumbaya,142.7,1,3,2,1,1,197478.95
Cumbaya,280.6,2,2,2,40,1,356073.27
Calderon,118.6,1,5,3,1,0,92707.22
Gonzalez Suarez,170.1,2,3,3,6,1,351598.85
Gonzalez Suarez,187.2,1,3,2,8,1,345850.56
Carapungo,140.4,3,3,3,0,0,92559.11
La Carolina,164.9,1,5,2,19,1,243476.2
Calderon,249.5,2,4,2,20,0,135109.95
Centro Norte,157.4,1,4,1,0,1,184853.43
Centro Historico,172.4,2,2,3,20,1,148624.73
Calderon,91.2,1,4,2,15,1,52123.09
Gonzalez Suarez,160.7,1,5,2,1,1,293828.36
La Carolina,209.3,2,4,3,1,1,327022.02
La Carolina,186.5,2,3,2,3,1,273331.79
Carapungo,86.7,3,5,3,9,1,62999.43
Quitumbe,160.3,2,2,2,4,0,111276.01
Quitumbe,147.4,2,3,4,17,1,115539.71
Carapungo,45.0,2,3,3,0,1,33562.3
Centro Norte,143.2,2,2,2,12,1,194838.37
Carapungo,157.5,3,3,1,5,1,100213.09
Cumbaya,146.9,2,4,3,2,1,251084.09
Centro Historico,196.4,1,3,2,5,1,184469.06
Cumbaya,156.4,1,4,2,25,1,193019.92
Cumbaya,142.6,3,3,1,16,0,194875.62
Gonzalez Suarez,93.7,1,3,2,2,1,152796.26
Centro Norte,142.5,2,3,2,2,1,194898.01
Gonzalez Suarez,152.7,1,1,1,5,1,240487.1
Centro Historico,224.6,3,3,1,0,1,244046.15
Tumbaco,45.0,1,2,2,13,1,57813.13
Tumbaco,126.4,3,4,4,9,1,134462.53
Carapungo,45.0,2,2,2,3,1,37200.51
Calderon,129.2,1,4,1,2,1,94549.17
Quitumbe,137.6,2,4,2,2,1,96628.67
Cumbaya,132.0,3,2,3,13,1,215900.89
La Carolina,64.2,3,5,2,24,1,85051.26
Conocoto,99.9,1,4,1,3,1,91551.54
Calderon,158.1,1,3,2,6,1,107279.87
Gonzalez Suarez,135.1,2,3,2,5,1,268676.2
Gonzalez Suarez,167.3,2,2,2,9,0,288063.17
La Carolina,231.4,1,3,2,21,1,304472.14
Centro Historico,179.6,1,2,3,22,1,148181.21
Calderon,202.7,1,5,2,0,1,153586.92
Gonzalez Suarez,136.1,2,2,2,0,1,204208.33
Gonzalez Suarez,173.5,1,3,2,12,1,289915.72
Carapungo,194.5,3,3,2,20,1,137811.01
Tumbaco,170.4,2,4,1,6,1,178986.52
Centro Historico,202.7,2,3,1,24,1,174509.22
Cumbaya,175.0,2,5,1,3,1,287730.94
Tumbaco,135.6,1,3,3,6,1,158344.47
Cumbaya,133.3,2,4,3,0,1,202911.12
Centro Norte,124.7,2,3,2,4,1,178799.7
Gonzalez Suarez,45.0,2,5,2,11,0,85595.75
Gonzalez Suarez,165.6,2,2,1,1,1,240053.37
Quitumbe,174.9,2,4,2,2,1,144297.06
La Carolina,204.5,2,3,2,1,0,262621.1
Calderon,199.6,2,4,3,18,1,105613.34
Cumbaya,150.3,2,4,2,2,1,248276.07
Tumbaco,123.7,2,4,3,3,1,147050.36
Centro Norte,115.1,1,5,2,6,1,135571.65
Cumbaya,117.2,2,2,2,1,1,177711.94
Quitumbe,242.8,2,5,1,29,1,210290.16
Cumbaya,189.5,2,3,2,6,0,376428.45
Calderon,130.0,2,2,1,31,0,66913.31
Cumbaya,118.0,3,5,4,0,1,230615.22
Tumbaco,239.0,2,3,2,10,1,256281.49
Quitumbe,146.5,2,3,3,4,0,95067.35
La Carolina,201.7,1,3,2,13,1,359273.86
Conocoto,190.9,2,3,3,10,1,163757.03
Cumbaya,203.6,2,2,2,14,1,293295.87
Cumbaya,103.7,1,2,2,5,1,164127.96
Tumbaco,97.7,2,3,1,0,1,134097.73
Cumbaya,122.9,2,2,2,6,1,173042.48
La Carolina,45.0,1,1,2,20,0,65383.62
Centro Historico,85.1,3,3,3,11,1,86999.65
Gonzalez Suarez,161.8,2,4,2,13,1,281794.68
Tumbaco,72.2,2,3,2,2,0,83059.41
La Carolina,66.3,1,1,1,5,1,119193.03
Cumbaya,138.8,1,4,2,9,1,240634.71
Carapungo,231.5,3,3,2,0,1,126048.63
Quitumbe,124.6,2,3,3,1,1,93645.65
Quitumbe,90.1,1,2,1,4,1,71990.75
Centro Historico,120.1,3,3,2,0,1,134409.47
Centro Norte,154.0,1,3,2,1,0,181547.73
Centro Historico,79.2,2,2,3,4,0,74388.67
Quitumbe,197.4,2,3,1,28,1,171264.22
Tumbaco,83.3,3,3,2,0,1,109315.2
Centro Norte,196.1,3,5,1,23,0,196392.36
Gonzalez Suarez,140.3,1,4,1,11,1,292506.47
Tumbaco,117.9,2,5,2,6,1,151706.15
Conocoto,213.4,2,3,3,7,1,204689.88
Centro Norte,101.1,3,3,1,23,1,163724.75
Cumbaya,190.4,2,3,3,1,1,314302.94
Centro Historico,82.3,2,3,2,9,1,62002.57
Calderon,199.7,1,4,1,0,0,143916.67
Carapungo,193.6,2,2,1,12,1,134175.61
Conocoto,219.8,1,2,2,5,1,244095.73
Tumbaco,183.0,2,3,3,5,1,255551.66
Gonzalez Suarez,166.6,3,5,4,24,1,234451.57
Quitumbe,139.6,1,4,1,0,1,108508.15
Centro Norte,132.3,1,5,2,0,1,169053.72
Centro Historico,94.4,2,3,3,7,1,81309.55
Cumbaya,189.5,3,4,2,9,1,407179.87
Quitumbe,144.7,2,5,2,1,1,133746.84
Conocoto,162.3,2,3,3,1,1,183875.81
Tumbaco,142.6,2,4,1,2,1,184453.07
Conocoto,137.2,2,3,2,25,0,88138.37
La Carolina,100.9,1,3,1,1,1,125705.57
Centro Norte,138.5,2,2,1,12,1,212636.89
Tumbaco,94.2,1,3,1,4,1,97353.97
La Carolina,184.9,2,5,2,7,1,353635.36
Centro Norte,138.2,2,3,3,2,1,220163.34
Carapungo,188.0,2,3,2,11,1,123546.88
La Carolina,135.6,1,3,3,4,1,171328.3
Conocoto,163.3,2,3,1,5,1,122379.45
Cumbaya,84.5,2,2,4,0,1,147660.2
La Carolina,149.0,1,2,2,0,1,234686.38
Cumbaya,103.9,2,1,1,2,1,211869.62
Centro Norte,188.5,3,5,2,7,0,241423.17
Centro Norte,66.7,2,3,2,20,1,69304.64
Cumbaya,63.9,2,2,2,15,1,111444.13
Quitumbe,68.1,1,4,3,2,1,56427.89
Centro Historico,88.6,3,3,2,10,1,72817.52
Centro Historico,131.2,2,3,3,11,1,91277.05
Conocoto,175.4,3,3,3,3,1,168028.62
Tumbaco,71.7,2,2,2,4,0,76910.86
Cumbaya,120.3,2,3,4,11,1,197969.85
Centro Historico,253.8,2,2,1,15,0,190921.49
Quitumbe,100.3,2,4,2,3,1,80189.51
Centro Norte,186.8,1,1,3,0,1,201601.42
Quitumbe,193.9,1,2,2,2,1,109594.76
Centro Historico,162.5,2,3,2,2,0,125374.4
Calderon,120.7,3,3,1,0,0,82628.67
Centro Historico,162.1,2,4,2,15,1,136431.87
La Carolina,45.0,1,4,2,29,0,64854.08
Cumbaya,93.7,2,3,1,9,1,152873.31
Centro Historico,189.4,1,3,2,8,1,171329.62
Centro Historico,133.3,2,3,2,21,1,87670.39
Calderon,71.1,1,2,2,0,1,39677.72
Cumbaya,207.9,1,5,2,9,1,391889.25
Calderon,53.0,2,3,3,7,1,30876.45
Quitumbe,95.6,1,3,3,5,1,65361.58
Calderon,165.9,1,3,1,5,1,87188.98
Carapungo,170.1,2,2,2,0,1,94810.59
Centro Norte,120.5,2,4,2,7,1,189839.61
Gonzalez Suarez,123.9,2,3,1,5,0,214708.99
Quitumbe,61.9,2,1,2,5,1,51822.02
Carapungo,186.6,3,2,2,1,1,111325.25
Centro Historico,293.1,1,2,2,11,0,226218.35
Cumbaya,77.2,2,3,1,3,1,111409.28
Calderon,97.1,2,5,2,6,1,62622.72
Centro Norte,163.2,1,4,4,7,1,176257.57
Quitumbe,62.2,1,2,2,4,1,38946.99
Tumbaco,71.1,3,2,3,3,1,77209.85
Quitumbe,101.4,2,4,3,11,1,58749.55
Quitumbe,112.7,2,3,3,0,1,98797.23
Gonzalez Suarez,139.9,2,4,3,6,1,238273.56
Tumbaco,140.2,2,4,2,6,1,159481.66
Quitumbe,98.3,1,5,2,11,0,67123.33
Centro Historico,99.9,1,3,2,1,1,76918.04
Tumbaco,156.1,1,3,2,6,1,206284.72
Tumbaco,250.1,2,2,3,5,1,305399.5
Conocoto,244.6,1,3,3,0,1,225779.71
Conocoto,157.9,1,2,2,0,1,127492.75
Centro Norte,129.4,2,3,2,2,1,180046.65
Gonzalez Suarez,162.8,3,2,1,25,1,272141.21
Carapungo,177.6,2,3,4,4,1,128269.72
Carapungo,45.0,3,2,4,4,0,31250.08
La Carolina,178.9,1,3,3,9,1,278347.7
Centro Norte,93.9,1,2,2,3,1,134321.41
La Carolina,141.9,3,3,3,7,1,234411.57
Cumbaya,129.4,1,2,3,4,1,217581.67
Centro Norte,170.3,2,3,1,0,1,200782.41
Quitumbe,152.9,2,3,3,16,1,84938.9
Gonzalez Suarez,45.0,1,3,4,4,1,71488.74
Quitumbe,49.6,2,3,1,0,0,26465.63
Quitumbe,179.7,2,1,1,5,1,113563.4
Gonzalez Suarez,103.6,2,5,1,0,1,202891.51
Centro Historico,169.4,1,3,2,7,1,120203.52
Conocoto,166.4,2,3,2,0,1,172058.7
Conocoto,93.7,1,2,2,5,0,68082.27
Quitumbe,120.3,2,4,3,3,1,111835.22
Calderon,105.9,3,3,3,5,1,64967.45
Conocoto,194.2,2,3,2,6,1,151512.24
Centro Historico,128.3,3,4,3,3,1,126854.04
Cumbaya,204.6,2,3,4,12,1,342468.47
Calderon,143.7,1,2,3,15,1,95189.51
Centro Historico,170.5,3,3,2,3,1,140732.13
Quitumbe,133.9,1,2,1,8,1,80284.23
Gonzalez Suarez,202.4,2,3,2,11,1,365933.2
Conocoto,122.8,1,2,3,6,1,84249.5
Cumbaya,204.6,2,3,1,5,0,357897.34
Conocoto,147.0,3,3,2,0,1,131564.46
Tumbaco,50.2,1,3,2,3,1,60115.7
Centro Norte,155.4,2,2,2,13,1,228054.27
Gonzalez Suarez,171.5,1,1,2,2,1,294005.53
Conocoto,110.5,3,2,3,6,1,125418.52
La Carolina,69.4,2,4,3,0,1,107530.01
Conocoto,148.5,1,3,2,1,1,104442.58
Calderon,111.8,2,3,4,11,1,73265.99
Centro Norte,145.4,1,4,2,11,1,160769.23
Conocoto,108.9,1,3,2,22,1,85138.9
Tumbaco,181.0,2,5,2,14,1,236563.08
Conocoto,96.8,1,2,2,5,1,107007.77
Carapungo,138.1,2,3,2,0,1,105639.09
La Carolina,183.6,3,3,2,0,1,314755.23
Quitumbe,182.9,1,3,2,9,1,147582.78
Cumbaya,264.8,1,3,1,22,1,454110.13
Centro Historico,131.4,1,3,1,0,1,120632.97
Carapungo,149.9,1,2,1,10,1,92411.38
Carapungo,213.2,1,2,1,1,1,116452.39
Conocoto,74.3,3,4,3,18,1,76918.57
Quitumbe,109.1,1,5,3,10,0,64486.62
Calderon,144.4,3,3,4,20,1,92839.12
Quitumbe,92.4,1,2,3,11,1,63237.28
Conocoto,136.5,3,3,4,2,1,156209.1
Conocoto,79.5,2,2,3,10,0,59550.81
Centro Historico,93.7,2,4,1,3,1,77156.85
Calderon,129.1,1,1,2,30,1,61671.73
Centro Historico,211.8,1,5,4,28,1,153859.93
Calderon,171.4,2,3,3,4,1,100325.08
Gonzalez Suarez,177.2,2,3,3,0,1,360620.19
Tumbaco,153.8,2,5,2,6,1,187523.89
Gonzalez Suarez,165.6,2,2,3,0,1,347006.99
Gonzalez Suarez,193.8,2,3,2,14,0,334109.23
La Carolina,160.0,2,3,3,3,1,311058.72
Tumbaco,243.2,3,3,2,1,1,344794.53
Centro Historico,85.5,1,4,2,7,1,67823.28
Quitumbe,91.8,2,3,1,19,1,72338.68
Tumbaco,253.6,1,3,1,0,1,368852.25
Centro Norte,153.9,2,3,4,4,1,219004.5
Quitumbe,118.4,2,3,3,17,1,104961.34
Tumbaco,86.2,2,4,1,2,1,106106.94
Centro Norte,144.9,1,4,2,0,0,188272.3
Centro Historico,201.7,1,4,2,5,1,174501.06
Centro Norte,130.2,2,3,4,3,1,201763.53
Quitumbe,145.3,2,4,3,1,0,95019.65
Tumbaco,176.1,1,4,2,12,1,197853.46
Quitumbe,83.1,3,3,3,3,1,55885.16
Conocoto,120.7,1,2,3,1,1,131955.37
Conocoto,179.8,2,3,3,0,1,158492.04
Quitumbe,123.6,2,3,3,8,1,67536.68
Conocoto,60.9,2,3,2,5,0,54681.38
Conocoto,45.0,2,5,2,3,0,48692.7
Cumbaya,117.7,2,2,2,6,1,215953.3
Tumbaco,189.8,1,5,1,23,1,232607.11
Conocoto,89.5,3,3,1,9,1,79287.02
Calderon,76.1,1,3,3,2,1,58309.12
Calderon,169.6,2,2,1,7,1,92869.87
Centro Historico,131.1,2,3,3,2,1,106346.5
Conocoto,149.1,2,5,2,1,1,125507.22
Cumbaya,64.6,3,4,3,3,1,155440.97
Cumbaya,187.1,1,5,3,2,1,225126.85
Tumbaco,80.7,2,1,2,28,0,74529.84
Quitumbe,140.9,2,3,2,12,1,93746.56
Cumbaya,109.9,2,3,3,6,1,231886.05
Calderon,210.3,3,2,2,3,1,137731.07
Calderon,154.9,2,3,2,28,1,124311.59
Centro Norte,95.0,1,2,2,0,1,103280.39
La Carolina,223.6,2,3,2,2,1,297022.89
Calderon,56.7,3,2,4,0,1,46032.52
Centro Norte,62.9,2,4,2,9,1,81217.63
Conocoto,99.6,1,3,3,4,1,89800.42
Conocoto,260.5,2,3,2,5,1,249604.91
Gonzalez Suarez,173.4,2,3,3,3,1,362980.74
Gonzalez Suarez,156.9,2,5,1,0,1,264611.51
Quitumbe,117.2,1,4,1,4,1,72558.03
Gonzalez Suarez,179.1,2,3,3,6,1,328201.96
Calderon,114.4,1,4,2,1,0,61596.46
Quitumbe,96.4,2,4,2,4,1,64551.84
Quitumbe,87.3,2,4,3,7,1,82184.68
La Carolina,132.8,1,1,2,43,1,132549.64
Carapungo,128.8,2,3,2,9,1,68673.18
Carapungo,206.9,3,2,3,3,1,111933.91
Calderon,186.2,2,2,3,4,1,165073.49
Quitumbe,108.7,3,3,4,17,1,94369.45
Gonzalez Suarez,181.8,1,3,2,32,0,266722.37
Gonzalez Suarez,157.5,3,5,2,5,0,270328.89
Quitumbe,82.4,1,5,3,0,1,68365.65
Conocoto,121.7,1,4,2,9,1,102864.63
Centro Historico,225.1,1,3,1,9,0,190314.22
Calderon,125.4,3,5,2,2,0,85000.29
Tumbaco,148.7,2,3,3,7,1,188308.6
Tumbaco,95.9,2,2,2,9,0,91528.79
Quitumbe,109.1,2,4,3,2,1,96332.6
Quitumbe,158.4,1,3,1,5,1,104514.81
Centro Historico,123.3,1,3,1,3,1,99722.51
Centro Historico,74.9,2,4,3,11,0,64503.19
Carapungo,255.0,1,3,2,6,1,131049.19
Centro Norte,192.0,1,2,1,0,1,224890.46
Quitumbe,46.0,3,3,3,0,1,38128.36
Centro Norte,75.0,3,3,3,1,1,109907.46
Centro Norte,128.4,3,2,2,0,1,144641.44
Calderon,137.0,2,3,2,0,1,65237.41
Tumbaco,110.4,3,4,2,14,1,128933.99
Gonzalez Suarez,45.5,2,3,3,3,1,70900.28
La Carolina,116.1,1,1,2,4,1,211722.67
Quitumbe,191.7,1,3,2,4,0,135837.89
Cumbaya,130.0,2,3,4,20,1,252332.51
Cumbaya,157.7,2,2,2,4,1,319591.68
Gonzalez Suarez,130.4,2,1,3,10,1,205420.34
Gonzalez Suarez,146.2,3,5,1,5,1,298478.31
Gonzalez Suarez,273.3,2,2,1,6,1,402855.71
Gonzalez Suarez,81.9,1,2,4,21,1,145001.69
Conocoto,183.5,1,3,1,0,1,117460.94
Gonzalez Suarez,164.1,2,1,2,23,1,318033.1
La Carolina,100.6,2,3,3,0,1,166540.84
Conocoto,131.0,2,2,1,11,0,85890.72
Calderon,52.2,1,3,3,9,1,31613.21
Centro Norte,205.0,1,3,2,15,1,229138.92
Centro Historico,154.7,1,2,3,3,1,110671.6
Gonzalez Suarez,106.0,2,2,2,2,1,194029.48
Gonzalez Suarez,82.4,1,1,3,2,1,141069.81
Calderon,126.9,2,3,3,1,1,79969.02
Centro Historico,175.5,2,3,2,18,1,133735.29
Tumbaco,253.2,2,3,2,9,1,256419.88
La Carolina,93.0,3,3,1,1,1,180857.01
Quitumbe,216.5,2,2,2,0,1,135441.47
Quitumbe,127.0,1,5,1,7,1,92838.02
Centro Norte,183.9,2,3,4,37,1,270351.12
Centro Norte,154.7,1,2,2,12,0,148062.97
Centro Historico,218.8,1,3,3,2,1,222822.37
Gonzalez Suarez,134.0,1,2,2,5,1,199425.14
Quitumbe,167.4,2,3,1,1,1,137980.39
Cumbaya,272.6,1,3,4,0,1,567049.95
La Carolina,45.0,2,3,4,5,1,81188.81
Calderon,154.8,3,2,3,13,0,95398.55
Gonzalez Suarez,232.6,1,3,2,8,0,423775.92
La Carolina,113.4,2,3,1,3,1,164769.92
Tumbaco,100.7,2,3,3,26,1,106246.29
Centro Norte,95.2,2,3,2,28,1,132051.63
Carapungo,139.3,2,4,2,0,1,112085.25
Carapungo,111.5,1,2,3,6,1,71405.17
Centro Historico,203.4,3,3,1,19,0,116844.31
La Carolina,169.4,1,3,2,13,1,295692.19
Conocoto,156.7,1,2,3,4,1,131268.2
La Carolina,108.8,3,5,2,5,1,192047.15
Conocoto,47.2,1,4,2,7,1,36966.7
Tumbaco,210.5,1,4,2,0,1,264829.61
Gonzalez Suarez,145.4,2,4,1,2,1,292817.04
Gonzalez Suarez,203.5,1,3,2,12,1,364711.11
Quitumbe,168.5,1,1,3,0,1,122105.25
Quitumbe,150.7,1,3,1,5,1,96094.57
Centro Historico,130.9,2,2,2,6,1,133300.87
Centro Historico,88.2,1,3,2,0,1,67820.99
Gonzalez Suarez,133.6,2,3,3,24,1,234727.58
Calderon,112.2,2,5,2,7,1,73781.44
Quitumbe,161.5,1,5,2,2,1,143651.43
Quitumbe,118.2,3,4,3,6,1,85582.84
Cumbaya,179.8,2,5,1,3,1,320006.26
Gonzalez Suarez,113.7,3,3,3,5,1,182985.96
Carapungo,164.8,1,4,1,0,0,98185.36
Gonzalez Suarez,136.3,3,4,3,5,1,276021.49
La Carolina,162.4,2,3,4,10,1,250504.66
Quitumbe,182.0,1,2,2,0,1,155806.5
Conocoto,223.9,3,3,3,14,1,166940.01
Cumbaya,208.4,3,3,2,16,1,294551.81
Carapungo,136.2,3,3,2,0,0,78554.71
Cumbaya,156.2,2,2,2,12,1,272760.41
Calderon,74.5,1,4,4,9,0,51916.86
Conocoto,153.6,2,4,2,0,0,135045.67
Quitumbe,169.2,2,1,3,26,1,116164.58
Carapungo,206.1,1,3,2,9,1,136097.81
Calderon,88.1,2,5,2,0,1,73793.33
Gonzalez Suarez,114.2,2,2,1,3,1,244754.13
Centro Norte,45.0,2,4,2,1,1,60604.38
Tumbaco,150.7,2,3,1,6,1,167764.59
Quitumbe,58.6,2,3,2,1,1,43307.53
La Carolina,181.1,1,3,1,3,1,324811.22
Calderon,66.5,2,3,3,17,1,35191.17
Cumbaya,126.1,1,3,4,0,1,255063.91
Cumbaya,179.9,3,3,1,5,0,288074.73
Conocoto,147.5,1,4,2,8,1,107471.27
Gonzalez Suarez,48.6,2,3,2,7,0,93018.98
La Carolina,183.7,2,4,2,14,1,259439.04
Centro Norte,99.2,2,4,2,5,1,150586.28
Calderon,124.9,2,3,2,0,1,85641.1
Centro Norte,177.9,2,2,3,11,0,252209.8
Calderon,152.3,1,5,2,11,0,89108.37
Quitumbe,154.2,2,3,2,20,1,84159.79
Quitumbe,190.3,1,3,2,12,1,126468.8
Quitumbe,116.6,1,4,2,1,0,98935.49
Tumbaco,201.5,1,5,1,2,1,227588.29
Quitumbe,117.5,3,5,3,1,1,101927.3
La Carolina,190.1,2,3,4,0,1,240360.94
La Carolina,142.2,1,3,2,3,1,225258.52
Centro Historico,169.8,2,3,2,1,1,152638.64
Conocoto,198.4,3,2,2,0,0,213728.59
Calderon,176.7,1,4,2,32,0,79946.82
Cumbaya,46.1,3,3,2,22,1,80793.11
Conocoto,120.2,2,2,2,1,1,89328.06
Conocoto,131.0,3,4,3,4,1,114539.02
Centro Norte,157.4,1,4,2,5,1,224639.87
Quitumbe,121.2,2,3,2,6,1,66810.76
Carapungo,125.7,1,5,2,3,1,78314.97
Quitumbe,174.1,1,3,3,7,1,159958.26
Centro Norte,118.6,2,3,2,9,1,163831.72
Centro Historico,193.9,2,3,1,13,1,154320.81
Gonzalez Suarez,73.9,1,5,1,1,1,130702.74
Gonzalez Suarez,125.4,1,3,2,1,1,194651.07
Gonzalez Suarez,155.6,2,4,2,2,1,332543.14
Quitumbe,143.1,2,2,2,8,1,83297.75
La Carolina,146.5,2,3,2,5,1,220113.43
Tumbaco,206.7,1,3,3,6,1,238287.31
Centro Historico,124.1,2,4,3,33,1,106348.89
Quitumbe,78.1,1,3,4,1,1,65831.58
Quitumbe,126.0,2,1,2,9,1,80701.23
Centro Historico,219.7,1,3,3,3,1,127862.89
Calderon,171.4,1,2,3,2,1,90612.24
Carapungo,238.2,2,4,3,18,1,166842.99
Gonzalez Suarez,197.0,1,3,2,15,1,392104.39
Calderon,164.6,3,3,2,14,1,98911.08
Centro Historico,76.6,2,3,2,2,1,81673.0
Cumbaya,154.4,2,4,2,27,1,253075.24
Carapungo,98.9,2,2,3,10,1,65378.18
Quitumbe,152.1,1,3,3,4,1,95284.78
Quitumbe,127.4,1,1,2,2,0,70060.79
Quitumbe,176.0,2,3,1,1,1,137334.8
Carapungo,177.6,1,3,4,1,0,124883.61
Centro Historico,160.4,2,3,1,3,0,125691.98
Conocoto,76.7,3,3,3,18,1,67050.89
Calderon,167.4,3,5,1,7,1,117063.46
Tumbaco,172.4,3,3,2,15,1,249079.7
Tumbaco,99.8,2,2,2,6,1,112741.79
Conocoto,100.9,3,3,3,11,1,111476.74
Gonzalez Suarez,63.1,3,4,2,2,0,141266.0
Carapungo,57.1,1,2,2,0,0,41620.72
Cumbaya,211.6,2,3,4,13,1,391675.06
Centro Norte,172.3,1,3,3,1,1,246938.49
Gonzalez Suarez,131.1,2,3,1,6,1,248236.0
Conocoto,133.8,2,3,4,25,1,127273.14
La Carolina,179.5,1,4,3,1,1,253889.22
Carapungo,79.6,1,3,2,1,1,49859.73
Calderon,171.3,3,5,2,1,1,115540.33
Calderon,69.4,2,3,3,0,1,50640.61
Centro Norte,83.9,2,4,2,5,1,109598.23
Centro Historico,183.2,3,5,1,0,0,168564.86
Gonzalez Suarez,165.6,2,4,1,6,1,294578.88
La Carolina,154.5,2,3,1,13,1,268356.37
La Carolina,237.6,1,2,1,4,0,326929.03
Conocoto,163.8,1,3,4,14,1,119842.95
Gonzalez Suarez,89.2,2,3,1,3,1,189960.08
Centro Historico,121.7,1,4,4,1,1,120125.2
La Carolina,241.3,2,2,3,24,0,298933.42
Quitumbe,119.8,3,4,1,4,1,102010.43
Gonzalez Suarez,156.9,3,3,4,12,0,245564.15
Calderon,218.9,2,3,2,5,1,163486.24
Calderon,107.2,2,3,2,14,1,63437.06
Centro Norte,137.3,1,4,3,19,0,164670.81
Conocoto,133.5,2,3,3,5,1,136939.47
Quitumbe,128.0,2,5,2,7,1,89661.27
Tumbaco,102.3,3,2,2,13,1,113470.17
Tumbaco,152.5,2,4,2,6,1,146379.28
Centro Norte,181.8,2,3,2,0,0,189619.19
Quitumbe,130.4,1,3,2,1,0,74542.69
Centro Historico,93.2,2,2,4,5,0,83948.15
Calderon,75.9,1,5,2,2,1,53749.38
Calderon,237.5,3,4,3,1,1,169097.09
La Carolina,89.0,3,5,2,7,1,117645.89
Centro Norte,117.9,3,2,4,7,1,142816.15
Conocoto,156.5,2,3,2,2,1,135112.53
Quitumbe,226.5,2,5,3,3,1,144446.64
Cumbaya,64.5,2,4,3,4,1,117477.76
Gonzalez Suarez,150.2,1,2,1,18,1,218714.25
Calderon,167.0,2,3,2,12,1,93327.91
Conocoto,122.1,2,5,2,3,1,131241.87
Conocoto,71.9,2,3,2,1,1,55708.99
Gonzalez Suarez,160.3,1,3,1,3,1,282102.25
Quitumbe,179.6,1,3,2,3,1,122889.39
La Carolina,129.4,2,1,1,4,1,214192.74
Quitumbe,152.4,1,2,3,3,1,110687.09
Gonzalez Suarez,152.0,2,1,2,3,0,315190.81
Gonzalez Suarez,67.4,1,3,2,2,1,104647.87
Carapungo,145.0,3,1,3,12,0,99802.29
Cumbaya,115.6,1,1,2,3,1,210910.76
Centro Norte,147.7,2,4,3,6,1,198359.06
Carapungo,139.1,2,3,1,0,0,98212.39
Centro Historico,98.7,2,3,3,11,1,106930.18
Carapungo,101.1,2,4,2,9,1,69566.63
Gonzalez Suarez,211.0,2,3,4,10,1,403789.7
Centro Norte,152.8,1,4,1,10,0,169182.99
Carapungo,190.4,2,2,1,0,1,120671.86
Centro Norte,134.5,3,4,3,0,1,152545.27
Carapungo,153.0,2,2,2,5,1,79534.92
Centro Norte,119.3,3,3,1,5,1,132119.35
Calderon,196.7,1,5,2,10,1,140648.93
Centro Historico,230.1,3,2,3,1,1,239979.35
Tumbaco,165.0,3,4,2,5,1,192153.07
Gonzalez Suarez,215.5,2,2,1,0,1,320073.32
Conocoto,122.5,2,4,4,19,0,121649.84
Calderon,45.0,2,3,2,5,1,23751.11
Centro Norte,155.7,2,2,1,7,1,214682.87
Cumbaya,202.0,2,2,3,9,1,397737.79
Carapungo,155.4,1,3,2,0,1,92459.74
Carapungo,80.5,2,4,2,8,1,48254.51
Calderon,142.9,2,5,2,3,1,118201.5
Conocoto,77.9,2,1,2,0,0,57638.34
Conocoto,132.0,1,5,4,1,1,99762.87
Centro Historico,222.9,2,2,2,0,1,203787.36
Centro Historico,134.1,2,3,3,2,1,106892.45
Quitumbe,180.4,1,3,2,11,1,116607.69
Conocoto,161.4,1,5,3,3,1,136251.59
